Time(s),I-Raw(V),II-Raw(V),III-Raw(V),V1-Raw(V),V2-Raw(V),V3-Raw(V),V4-Raw(V),V5-Raw(V),V6-Raw(V),LA-Raw(V),RA-Raw(V),LL-Raw(V)
0.2637,1.833589,1.537769,1.748017,1.757302,1.584243,1.552654,1.634063,1.559832,1.650046,1.383982,1.344465,1.290243
0.2650,1.822534,1.537291,1.746389,1.760843,1.587161,1.553273,1.637463,1.566867,1.652585,1.901698,1.868478,1.811607
0.2662,1.813681,1.538248,1.747014,1.762422,1.588407,1.551887,1.638274,1.570982,1.652918,2.297315,2.267964,2.202838
0.2675,1.809946,1.538198,1.748159,1.762231,1.588407,1.549975,1.637893,1.571704,1.651962,2.421264,2.395025,2.324732
0.2687,1.809229,1.539109,1.749498,1.761466,1.588119,1.548583,1.637367,1.571462,1.651053,2.406522,2.384081,2.311515
0.2700,1.809611,1.539204,1.752325,1.761656,1.588069,1.547822,1.637125,1.570745,1.651053,2.310467,2.291212,2.218723
0.2712,1.812340,1.540259,1.754189,1.761801,1.588550,1.548539,1.636888,1.568494,1.651579,2.179861,2.160812,2.089153
0.2725,1.814253,1.541501,1.755482,1.761801,1.589220,1.549925,1.637125,1.567012,1.652202,2.039772,2.019467,1.948883
0.2737,1.818180,1.542890,1.755434,1.761418,1.589935,1.550928,1.637463,1.565768,1.652968,1.908582,1.885852,1.817505
0.2750,1.821482,1.542602,1.754767,1.760748,1.590605,1.551602,1.637318,1.564238,1.653111,1.795771,1.769735,1.703020
0.2762,1.827417,1.544181,1.755482,1.758690,1.588501,1.551027,1.634874,1.559832,1.651246,1.564824,1.531595,1.461898
0.2775,1.838329,1.543896,1.755676,1.755482,1.586779,1.550501,1.631909,1.553993,1.649044,1.168816,1.129110,1.062517
0.2787,1.848713,1.544947,1.755771,1.752611,1.585772,1.551361,1.630185,1.548347,1.647512,0.769367,0.724492,0.664056
0.2800,1.851871,1.544181,1.756107,1.752659,1.585866,1.553563,1.630905,1.548584,1.647844,0.590766,0.545555,0.491601
0.2812,1.849193,1.543224,1.755387,1.753424,1.586298,1.554473,1.631667,1.550884,1.649091,0.652659,0.607231,0.556594
0.2825,1.842970,1.543178,1.753906,1.756057,1.587881,1.555382,1.634493,1.555668,1.650909,0.933680,0.891032,0.843326
0.2838,1.833064,1.542267,1.753233,1.759217,1.588977,1.555333,1.637941,1.562514,1.652442,1.385151,1.346104,1.296645
0.2850,1.822440,1.542123,1.751321,1.762663,1.591419,1.555284,1.640955,1.569738,1.654880,1.903094,1.870734,1.817357
0.2863,1.813634,1.541789,1.750696,1.764529,1.592903,1.554566,1.642292,1.574527,1.655360,2.294912,2.265521,2.204705
0.2875,1.810427,1.542795,1.752083,1.764815,1.592997,1.553037,1.642152,1.575529,1.654547,2.417108,2.391439,2.324732
0.2888,1.809087,1.542412,1.754237,1.763810,1.593334,1.552320,1.641433,1.575146,1.653494,2.401164,2.379011,2.310122
0.2900,1.809374,1.542507,1.755723,1.763714,1.593478,1.551744,1.640906,1.573519,1.652825,2.306862,2.288151,2.218249
0.2913,1.810569,1.541979,1.757588,1.762997,1.593384,1.551936,1.640095,1.571704,1.652918,2.175444,2.158091,2.088115
0.2925,1.812963,1.543463,1.759022,1.762806,1.593910,1.552511,1.639805,1.569932,1.653444,2.035421,2.016376,1.947965
0.2938,1.817222,1.543752,1.758113,1.763044,1.594148,1.552703,1.639327,1.568305,1.654547,1.903938,1.882420,1.815845
0.2950,1.820286,1.543991,1.758260,1.762566,1.594481,1.553996,1.638752,1.567012,1.654593,1.790478,1.765685,1.700026
0.2963,1.826076,1.544230,1.757494,1.759646,1.592520,1.553180,1.636362,1.562083,1.652345,1.557582,1.525597,1.456445
0.2975,1.836893,1.544230,1.758355,1.756632,1.590798,1.553180,1.634160,1.556864,1.650240,1.161737,1.124349,1.057627
0.2988,1.846705,1.544947,1.758260,1.754812,1.590223,1.554615,1.632677,1.552032,1.649617,0.763652,0.721092,0.661122
0.3000,1.851059,1.545714,1.758213,1.754429,1.589647,1.555623,1.633155,1.551025,1.649520,0.588103,0.544195,0.490949
0.3013,1.849623,1.544996,1.756821,1.754669,1.589890,1.556768,1.634874,1.553562,1.649857,0.651945,0.606953,0.557275
0.3025,1.843400,1.543129,1.754767,1.757397,1.591612,1.557535,1.637463,1.558781,1.651865,0.934005,0.891527,0.844749
0.3038,1.833352,1.542222,1.752561,1.759646,1.593622,1.557727,1.639902,1.565289,1.654118,1.387619,1.348855,1.299342
0.3050,1.822199,1.542602,1.752277,1.763189,1.595394,1.558160,1.644016,1.572275,1.656223,1.906633,1.874321,1.821921
0.3063,1.813823,1.543607,1.751752,1.763762,1.596495,1.557393,1.645595,1.576391,1.656366,2.295042,2.265861,2.206039
0.3075,1.809324,1.542841,1.752661,1.763141,1.596252,1.555574,1.645021,1.576725,1.655743,2.414477,2.389615,2.323903
0.3088,1.807028,1.543129,1.755387,1.762997,1.596108,1.553372,1.643393,1.576294,1.654261,2.396552,2.375888,2.307603
0.3100,1.807841,1.543847,1.757830,1.762517,1.595964,1.552703,1.641481,1.574381,1.653638,2.300855,2.283081,2.214515
0.3113,1.810427,1.543752,1.759169,1.762087,1.596590,1.551695,1.639424,1.571607,1.652968,2.169177,2.152464,2.084144
0.3125,1.812818,1.543368,1.759264,1.761321,1.596540,1.552413,1.638704,1.569356,1.653398,2.030290,2.011955,1.944764
0.3137,1.817270,1.544757,1.759836,1.761034,1.596684,1.553656,1.639042,1.568063,1.653591,1.900009,1.878587,1.813978
0.3150,1.820811,1.545475,1.759453,1.760794,1.596495,1.554807,1.638994,1.565956,1.653684,1.787750,1.761789,1.699048
0.3162,1.829424,1.547627,1.758308,1.758498,1.594818,1.554281,1.637076,1.561604,1.651196,1.551737,1.517096,1.451614
0.3175,1.838901,1.548584,1.759553,1.756249,1.593240,1.554330,1.634063,1.555097,1.649234,1.154658,1.115446,1.052322
0.3187,1.846705,1.547103,1.760267,1.754526,1.591657,1.555141,1.632387,1.549926,1.648084,0.756930,0.714630,0.656528
0.3200,1.850866,1.546671,1.759936,1.754429,1.591324,1.556292,1.631958,1.549209,1.648135,0.584596,0.541382,0.490356
0.3212,1.850629,1.546336,1.758355,1.754477,1.591563,1.557152,1.632629,1.550884,1.649520,0.652464,0.607324,0.559795
0.3225,1.843546,1.545904,1.757683,1.756918,1.593955,1.557919,1.635546,1.557058,1.651293,0.941279,0.898545,0.853432
0.3237,1.833687,1.544518,1.755434,1.759933,1.595870,1.558302,1.638994,1.564330,1.653301,1.393237,1.354760,1.307670
0.3250,1.821912,1.543896,1.754000,1.763092,1.598361,1.558587,1.642534,1.571316,1.655646,1.911407,1.879236,1.828263
0.3262,1.813011,1.543368,1.753139,1.765342,1.599701,1.557968,1.643920,1.575577,1.655936,2.295821,2.267283,2.207995
0.3275,1.808511,1.544279,1.754526,1.765820,1.599651,1.556001,1.643635,1.575911,1.655886,2.413081,2.388997,2.323428
0.3287,1.807651,1.543942,1.756868,1.765150,1.599413,1.555048,1.642630,1.575577,1.654690,2.395448,2.374837,2.306832
0.3300,1.808271,1.543752,1.757541,1.763762,1.599175,1.554374,1.641578,1.573713,1.653827,2.300303,2.281906,2.213062
0.3312,1.812052,1.544708,1.758260,1.763714,1.599220,1.554330,1.641051,1.571796,1.653301,2.169339,2.150239,2.082899
0.3325,1.815259,1.545570,1.758591,1.763667,1.599220,1.554714,1.640858,1.569689,1.653638,2.029381,2.008462,1.942719
0.3337,1.818180,1.545042,1.758544,1.763284,1.599651,1.555141,1.640477,1.567680,1.653638,1.898158,1.875804,1.811874
0.3350,1.822341,1.546002,1.758402,1.762757,1.600128,1.555908,1.639902,1.565768,1.653541,1.784535,1.757832,1.695077
0.3362,1.828900,1.547149,1.760125,1.760316,1.598550,1.555810,1.637555,1.561507,1.652345,1.545729,1.511624,1.446131
0.3375,1.838423,1.548155,1.760462,1.757013,1.596446,1.556193,1.635213,1.556244,1.650669,1.148845,1.109510,1.046069
0.3387,1.847947,1.548106,1.759647,1.754094,1.595438,1.557009,1.633488,1.550884,1.649427,0.754787,0.710982,0.653861
0.3400,1.852112,1.547965,1.759884,1.753664,1.595681,1.558396,1.634160,1.549829,1.649474,0.584271,0.539217,0.488815
0.3412,1.851682,1.547866,1.758450,1.754094,1.596351,1.559738,1.635116,1.552129,1.650480,0.653504,0.606984,0.560802
0.3425,1.846177,1.548394,1.757157,1.757062,1.597448,1.561075,1.637651,1.557920,1.652728,0.941441,0.896412,0.853906
0.3438,1.834164,1.545809,1.756107,1.759981,1.599413,1.561650,1.641100,1.564955,1.655073,1.396776,1.356368,1.310633
0.3450,1.821336,1.544901,1.754478,1.762997,1.601711,1.562176,1.644688,1.572372,1.657372,1.914719,1.882018,1.832679
0.3463,1.812482,1.544803,1.755051,1.764240,1.602956,1.560740,1.645934,1.576773,1.657275,2.296828,2.268427,2.210395
0.3475,1.807935,1.544374,1.757016,1.764575,1.602237,1.558779,1.645456,1.577015,1.656412,2.410970,2.387760,2.323725
0.3488,1.806981,1.544662,1.758355,1.763570,1.602143,1.557009,1.644403,1.576202,1.655696,2.392623,2.372550,2.305824
0.3500,1.808846,1.546431,1.759984,1.763189,1.602093,1.555141,1.643157,1.574667,1.654880,2.296309,2.278011,2.211729
0.3513,1.810999,1.546576,1.761418,1.763379,1.602713,1.555766,1.642775,1.573331,1.654787,2.164436,2.146683,2.081210
0.3525,1.814063,1.547293,1.762085,1.763092,1.602669,1.556626,1.642340,1.571176,1.655263,2.025030,2.005494,1.940881
0.3538,1.817845,1.548633,1.762279,1.763379,1.603289,1.557776,1.642201,1.569356,1.655553,1.895235,1.872558,1.811192
0.3550,1.821434,1.549400,1.762804,1.763762,1.603864,1.558445,1.641911,1.568208,1.655983,1.781028,1.755050,1.695284
0.3563,1.828805,1.549829,1.761659,1.760605,1.602093,1.558061,1.639279,1.564427,1.653924,1.540339,1.507141,1.444057
0.3575,1.839524,1.550261,1.761607,1.757253,1.600321,1.558445,1.636502,1.557537,1.651625,1.144072,1.104502,1.043342
0.3588,1.849143,1.549685,1.761276,1.754766,1.599076,1.559448,1.635019,1.552560,1.649954,0.749851,0.705448,0.650067
0.3600,1.852972,1.549495,1.760745,1.754429,1.599746,1.560647,1.635739,1.552269,1.650286,0.583297,0.537981,0.489497
0.3613,1.850676,1.548584,1.759600,1.754669,1.600659,1.562225,1.637415,1.555140,1.651533,0.654770,0.609302,0.563914
0.3625,1.844789,1.547149,1.757110,1.756678,1.601185,1.563611,1.640428,1.560311,1.653444,0.948293,0.904449,0.861078
0.3638,1.834022,1.547725,1.756390,1.760124,1.603433,1.563611,1.643205,1.567201,1.655216,1.402524,1.362520,1.317716
0.3650,1.822534,1.546766,1.754384,1.763379,1.605636,1.563228,1.646025,1.574575,1.657178,1.920012,1.886656,1.838132
0.3663,1.814016,1.547054,1.754189,1.764815,1.606832,1.561699,1.646412,1.577969,1.657275,2.299751,2.268984,2.212885
0.3675,1.811335,1.547342,1.755771,1.764529,1.606207,1.560121,1.646122,1.577495,1.656555,2.412497,2.385843,2.323814
0.3688,1.809852,1.546766,1.758450,1.764240,1.606162,1.559113,1.645740,1.577155,1.655840,2.393110,2.370540,2.306121
0.3700,1.810522,1.548011,1.760987,1.763379,1.606450,1.559113,1.644833,1.576202,1.655886,2.296211,2.276589,2.212025
0.3713,1.812818,1.548777,1.761607,1.762517,1.607214,1.559973,1.644688,1.574430,1.656269,2.164046,2.144767,2.080795
0.3725,1.816599,1.549016,1.761896,1.761991,1.608460,1.561075,1.644881,1.572518,1.656126,2.024218,2.002155,1.940022
0.3738,1.820141,1.550645,1.761659,1.761896,1.609417,1.562850,1.644688,1.571273,1.656509,1.894651,1.869869,1.810244
0.3750,1.825358,1.550930,1.761081,1.761656,1.609368,1.563469,1.644494,1.570266,1.656606,1.780411,1.750691,1.693121
0.3762,1.831964,1.551267,1.760987,1.759168,1.607452,1.562894,1.642201,1.565623,1.654690,1.536605,1.499814,1.438752
0.3775,1.841488,1.552030,1.761848,1.756057,1.606495,1.563184,1.640380,1.559401,1.652631,1.137870,1.095938,1.037297
0.3787,1.850724,1.552702,1.762663,1.754048,1.605874,1.564428,1.639327,1.554424,1.651676,0.747026,0.700564,0.648645
0.3800,1.855125,1.552892,1.761896,1.753616,1.605586,1.565764,1.639134,1.553896,1.652059,0.583070,0.535631,0.490445
0.3812,1.853354,1.551506,1.761081,1.753856,1.606589,1.567014,1.639424,1.555716,1.652535,0.657108,0.608993,0.567263
0.3825,1.845412,1.550356,1.758880,1.756775,1.608266,1.568257,1.641626,1.560500,1.654787,0.952677,0.907355,0.867243
0.3837,1.835647,1.549590,1.757446,1.760078,1.611184,1.568975,1.644833,1.567777,1.656412,1.407297,1.365580,1.323110
0.3850,1.824447,1.548967,1.755482,1.763141,1.613913,1.569359,1.647798,1.574861,1.658665,1.925338,1.890675,1.844682
0.3862,1.816217,1.548584,1.755198,1.764672,1.615491,1.568159,1.649189,1.578691,1.659094,2.303225,2.271302,2.217271
0.3875,1.813346,1.548921,1.756438,1.765102,1.615878,1.566581,1.649189,1.579262,1.657898,2.413990,2.385936,2.326125
0.3887,1.811670,1.548967,1.758928,1.765437,1.615973,1.565386,1.648324,1.578163,1.657035,2.392461,2.368994,2.306625
0.3900,1.812005,1.550307,1.761129,1.764912,1.615973,1.564713,1.647653,1.576681,1.655983,2.296211,2.275229,2.212825
0.3912,1.813583,1.549878,1.761754,1.764529,1.616687,1.565578,1.647368,1.576057,1.656223,2.163592,2.142633,2.080647
0.3925,1.817175,1.551552,1.762568,1.764575,1.617357,1.566389,1.647126,1.574667,1.656606,2.024413,2.000702,1.940704
0.3937,1.821241,1.552607,1.762804,1.764097,1.618077,1.567775,1.647368,1.573040,1.656892,1.894813,1.868138,1.811252
0.3950,1.825453,1.552892,1.761848,1.764097,1.619035,1.569068,1.647175,1.571796,1.657082,1.781028,1.751185,1.694840
0.3962,1.832058,1.553993,1.761801,1.761369,1.618315,1.568641,1.645359,1.567298,1.655600,1.533422,1.495702,1.436588
0.3975,1.842107,1.555382,1.762568,1.758355,1.617218,1.569402,1.643442,1.561319,1.653638,1.135596,1.091950,1.035430
0.3987,1.852589,1.555526,1.763571,1.756727,1.616593,1.570794,1.642007,1.557629,1.652825,0.743648,0.695494,0.645473
0.4000,1.856896,1.554425,1.761465,1.756105,1.616787,1.572996,1.643012,1.557246,1.653158,0.584206,0.534828,0.491275
0.4012,1.854505,1.554088,1.760651,1.756727,1.617933,1.574525,1.644833,1.560117,1.653974,0.660648,0.610384,0.570968
0.4025,1.847660,1.553754,1.759358,1.759120,1.620186,1.576103,1.648469,1.565768,1.656029,0.959950,0.911529,0.875008
0.4037,1.837753,1.553469,1.757683,1.762422,1.623248,1.576486,1.651246,1.572561,1.657945,1.415448,1.371423,1.332831
0.4050,1.826699,1.552797,1.755434,1.765771,1.625689,1.576437,1.653685,1.579310,1.659953,1.934008,1.896394,1.853928
0.4062,1.819040,1.552748,1.755198,1.766203,1.626786,1.574624,1.653975,1.582758,1.660147,2.307252,2.272570,2.222013
0.4075,1.815404,1.553659,1.757972,1.766109,1.627888,1.572805,1.654308,1.583140,1.659380,2.414607,2.384112,2.328407
0.4088,1.813871,1.553324,1.759884,1.765868,1.628513,1.572465,1.653926,1.582278,1.658997,2.392883,2.366521,2.307780
0.4100,1.813583,1.552797,1.761512,1.765582,1.629471,1.572323,1.653878,1.580651,1.658134,2.295302,2.271735,2.212440
0.4113,1.816647,1.552987,1.762232,1.764480,1.629803,1.572465,1.653255,1.578260,1.658231,2.163429,2.139449,2.080736
0.4125,1.819999,1.553947,1.762757,1.763954,1.630666,1.574092,1.653110,1.576633,1.658185,2.022594,1.997425,1.940407
0.4138,1.823059,1.554615,1.763666,1.763905,1.631525,1.575867,1.653400,1.575480,1.658951,1.892410,1.865262,1.810096
0.4150,1.826123,1.555621,1.764291,1.763524,1.633058,1.577779,1.653830,1.574812,1.658951,1.777878,1.746486,1.693210
0.4163,1.834452,1.557010,1.763619,1.761274,1.633153,1.578020,1.651864,1.570503,1.656749,1.526700,1.487262,1.431461
0.4175,1.846177,1.558013,1.763282,1.759120,1.631813,1.578305,1.648899,1.564572,1.654690,1.129621,1.083881,1.030688
0.4188,1.855460,1.557678,1.762568,1.757013,1.631480,1.579549,1.647271,1.559643,1.653684,0.742544,0.691568,0.644940
0.4200,1.859530,1.557105,1.762279,1.756775,1.632532,1.581658,1.647749,1.559304,1.653974,0.584726,0.532849,0.492372
0.4213,1.856947,1.556148,1.760940,1.757923,1.633872,1.584096,1.649619,1.561890,1.654976,0.662499,0.610168,0.572924
0.4225,1.850676,1.555670,1.759122,1.761178,1.636601,1.585439,1.651912,1.567109,1.657035,0.962938,0.913106,0.877882
0.4238,1.840387,1.554327,1.757299,1.764432,1.640428,1.586206,1.654931,1.574284,1.659334,1.421228,1.375319,1.337336
0.4250,1.828659,1.553226,1.755004,1.767640,1.644591,1.587066,1.658234,1.581271,1.661153,1.940373,1.900784,1.859144
0.4263,1.821387,1.553803,1.754620,1.768883,1.646556,1.586348,1.659378,1.585726,1.661772,2.310694,2.273559,2.224028
0.4275,1.818658,1.554854,1.755912,1.768596,1.647896,1.585296,1.659765,1.586345,1.662062,2.416751,2.383030,2.328793
0.4288,1.818228,1.554809,1.756727,1.768021,1.648898,1.584956,1.660243,1.586248,1.661822,2.393792,2.362719,2.306150
0.4300,1.820286,1.555189,1.758161,1.767494,1.650620,1.585482,1.660721,1.585483,1.662252,2.296568,2.267345,2.210958
0.4313,1.823205,1.556099,1.759789,1.767256,1.651960,1.586348,1.660915,1.584050,1.662732,2.163592,2.133915,2.078572
0.4325,1.827318,1.556578,1.759789,1.767160,1.653062,1.587400,1.660292,1.582133,1.662972,2.024250,1.992386,1.938629
0.4338,1.829570,1.557200,1.759453,1.765293,1.653399,1.588501,1.659814,1.580075,1.662828,1.895625,1.861645,1.809177
0.4350,1.833159,1.557773,1.759984,1.765007,1.654689,1.590178,1.659572,1.578831,1.662778,1.780931,1.743889,1.692173
0.4363,1.839046,1.558013,1.760556,1.762709,1.654163,1.590271,1.657225,1.574193,1.661485,1.525759,1.481667,1.427104
0.4375,1.849529,1.557872,1.759836,1.759789,1.652918,1.590463,1.654738,1.568639,1.660387,1.127024,1.077296,1.024464
0.4387,1.859912,1.558350,1.759122,1.757159,1.652918,1.591756,1.653540,1.564281,1.659667,0.740856,0.685446,0.638924
0.4400,1.864937,1.559641,1.757494,1.756967,1.654784,1.594051,1.654453,1.564141,1.660147,0.587291,0.529943,0.490742
0.4412,1.864747,1.559880,1.755482,1.758355,1.656605,1.595969,1.656317,1.567061,1.661772,0.670584,0.611250,0.576213
0.4425,1.858717,1.559641,1.754095,1.760940,1.659091,1.598023,1.659668,1.573234,1.663498,0.977323,0.918856,0.887396
0.4437,1.849000,1.558779,1.752083,1.764002,1.662446,1.598982,1.663450,1.580414,1.666702,1.433860,1.378688,1.345426
0.4450,1.838183,1.559690,1.750602,1.767640,1.665890,1.599985,1.667613,1.587924,1.668857,1.951414,1.902453,1.865309
0.4462,1.829042,1.558874,1.750649,1.769217,1.667373,1.598933,1.668521,1.591613,1.668807,2.318033,2.272879,2.227436
0.4475,1.824881,1.558540,1.752944,1.768836,1.668043,1.598073,1.668714,1.591753,1.667994,2.419576,2.379289,2.328259
0.4487,1.823012,1.558730,1.755198,1.767640,1.668138,1.597689,1.668236,1.591371,1.667228,2.395611,2.359565,2.305913
0.4500,1.824353,1.558828,1.757157,1.768070,1.669190,1.597355,1.667516,1.590078,1.666845,2.297120,2.264285,2.210247
0.4512,1.826506,1.558062,1.757683,1.767783,1.670053,1.597497,1.666512,1.588354,1.667279,2.166027,2.132555,2.079106
0.4525,1.831053,1.559546,1.757352,1.767543,1.670673,1.598549,1.665652,1.586442,1.667898,2.025647,1.989851,1.937888
0.4537,1.835359,1.560932,1.756921,1.767113,1.672301,1.599892,1.665459,1.584961,1.668188,1.897736,1.857905,1.808703
0.4550,1.840289,1.561793,1.755676,1.766681,1.672683,1.600417,1.665410,1.582709,1.668188,1.783042,1.738108,1.690483
0.4562,1.849193,1.562655,1.755198,1.764002,1.671730,1.600368,1.662730,1.578545,1.666369,1.525239,1.472485,1.422007
0.4575,1.858765,1.563277,1.755482,1.761369,1.671060,1.601086,1.659765,1.572372,1.664310,1.124198,1.065116,1.017114
0.4587,1.867808,1.562848,1.755387,1.759646,1.671060,1.602428,1.658471,1.568063,1.663018,0.741180,0.678398,0.636464
0.4600,1.872020,1.561554,1.753806,1.759120,1.671443,1.603864,1.658234,1.568305,1.663498,0.592682,0.528552,0.493320
0.4612,1.870395,1.561413,1.752514,1.759455,1.672733,1.605107,1.658949,1.570460,1.665026,0.678703,0.613136,0.581192
0.4625,1.863359,1.559975,1.749882,1.761753,1.674792,1.606302,1.661629,1.575820,1.666702,0.986806,0.923215,0.893204
0.4637,1.853500,1.559212,1.747775,1.764432,1.676608,1.607019,1.665217,1.582758,1.668761,1.444446,1.384624,1.352450
0.4650,1.842442,1.559113,1.745769,1.767832,1.679576,1.607260,1.668617,1.589744,1.670773,1.962519,1.908915,1.872747
0.4662,1.833254,1.559831,1.746867,1.768836,1.680822,1.606115,1.669047,1.593192,1.671106,2.325794,2.275476,2.230785
0.4675,1.830765,1.559497,1.748495,1.768788,1.680678,1.604247,1.668762,1.593477,1.669527,2.425616,2.380093,2.330719
0.4688,1.829858,1.560597,1.750218,1.768310,1.680439,1.602477,1.668424,1.592136,1.668571,2.400189,2.357989,2.306150
0.4700,1.830863,1.561364,1.752130,1.768261,1.680678,1.601568,1.667897,1.590224,1.668281,2.302381,2.262306,2.210543
0.4713,1.833636,1.561364,1.753044,1.767783,1.680152,1.601710,1.666845,1.588645,1.668664,2.169372,2.129031,2.077683
0.4725,1.837418,1.561554,1.753806,1.767016,1.680152,1.602669,1.665889,1.587207,1.668954,2.029446,1.987254,1.937533
0.4738,1.841007,1.562799,1.752992,1.766633,1.679814,1.603623,1.665744,1.585435,1.669190,1.902120,1.856853,1.809414
0.4750,1.844931,1.563277,1.752466,1.765771,1.678956,1.603913,1.665174,1.583377,1.669047,1.787783,1.738294,1.691432
0.4763,1.853354,1.564332,1.751652,1.762471,1.676465,1.602477,1.662585,1.578017,1.667039,1.526668,1.468559,1.419310
0.4775,1.864317,1.565528,1.751941,1.759263,1.674599,1.602812,1.659620,1.572038,1.666032,1.126374,1.061375,1.014891
0.4788,1.874031,1.566196,1.752130,1.756918,1.673259,1.604055,1.658277,1.567777,1.665460,0.743551,0.674904,0.635812
0.4800,1.876854,1.564378,1.750791,1.756489,1.672112,1.604247,1.658186,1.567249,1.665409,0.594793,0.525955,0.492550
0.4813,1.875371,1.563854,1.749404,1.756824,1.670961,1.604581,1.659572,1.569549,1.666416,0.680326,0.610292,0.580777
0.4825,1.869436,1.564522,1.747539,1.758976,1.671199,1.605491,1.662779,1.575006,1.668474,0.993592,0.924204,0.897887
0.4838,1.858765,1.562609,1.745816,1.761369,1.672157,1.605540,1.665937,1.582133,1.670676,1.452305,1.387406,1.358289
0.4850,1.847900,1.562753,1.744093,1.764386,1.672971,1.605348,1.669718,1.589362,1.673261,1.969176,1.910584,1.877519
0.4863,1.840001,1.562753,1.744046,1.765055,1.671443,1.603097,1.670148,1.593429,1.672878,2.329886,2.274270,2.232178
0.4875,1.836223,1.562799,1.745721,1.764912,1.669383,1.600752,1.669525,1.594054,1.672112,2.428766,2.377898,2.330838
